CustomerID,LastPurchaseDate,FirstPurchaseDate,Frequency,Monetary,Recency,T,AOV,Predicted_CLTV,CLTV_Segment
13888,2011-12-08 10:13:00,2011-05-05 14:41:00,2,605.63,2,219,302.815,576.4581633600019,Medium
13889,2011-08-09 09:13:00,2011-08-09 09:13:00,1,416.9,123,123,416.9,437.70832121582765,Medium
13890,2011-11-17 14:46:00,2010-12-16 09:31:00,10,1883.8099999999995,23,359,188.38099999999994,1566.890792670416,High
13892,2011-11-13 11:50:00,2011-06-10 16:25:00,4,632.97,27,183,158.2425,742.1019905540556,Medium
13893,2011-02-15 11:30:00,2011-02-15 11:30:00,1,821.1,298,298,821.1,958.1789670203048,Medium
13894,2011-11-16 09:44:00,2011-02-02 12:54:00,3,564.62,24,311,188.20666666666668,438.60507398707557,Medium
13895,2011-11-11 16:57:00,2011-04-10 11:33:00,4,2593.0699999999993,29,244,648.2674999999998,2618.959563683114,High
13897,2011-10-20 14:30:00,2011-10-20 14:30:00,1,311.15999999999997,51,51,311.15999999999997,325.4894925623568,Low
13898,2011-01-18 10:28:00,2011-01-18 10:28:00,1,155.93,326,326,155.93,127.8103346967307,Low
13899,2011-11-23 13:40:00,2011-10-03 09:30:00,2,388.52000000000004,17,68,194.26000000000002,253.88545505207358,Low
13900,2011-09-06 19:26:00,2011-03-22 10:13:00,3,740.9499999999997,94,263,246.98333333333323,606.8843345515072,Medium
13901,2011-09-28 14:48:00,2011-01-25 09:01:00,5,2867.2,73,319,573.4399999999999,2799.806245465008,High
13904,2011-02-18 11:18:00,2011-02-11 13:41:00,2,332.63999999999993,295,302,166.31999999999996,179.3860238164062,Low
13908,2011-09-21 11:49:00,2011-05-08 11:46:00,4,2369.5499999999984,80,216,592.3874999999996,2360.642233560178,High
13911,2011-10-13 15:43:00,2011-02-14 14:13:00,9,2580.909999999999,58,299,286.76777777777767,2419.986955401309,High
13914,2011-11-28 10:35:00,2011-03-11 16:28:00,2,626.4499999999999,12,274,313.22499999999997,576.4581633600019,Medium
13917,2011-10-21 09:56:00,2011-01-06 12:46:00,2,272.04,50,338,136.02,179.77054839106606,Low
13918,2011-10-21 12:25:00,2011-03-31 18:05:00,2,1212.8400000000001,50,253,606.4200000000001,1258.8195180883986,High
13919,2011-11-10 14:24:00,2011-10-08 10:15:00,2,384.81,30,63,192.405,253.88545505207358,Low
13922,2010-12-23 10:38:00,2010-12-23 10:38:00,1,172.24999999999997,352,352,172.24999999999997,127.8103346967307,Low
13923,2011-10-17 12:33:00,2011-10-17 12:33:00,1,351.13000000000005,54,54,351.13000000000005,406.2698285403963,Medium
13924,2011-11-22 11:28:00,2011-08-11 09:47:00,6,1838.8500000000001,18,121,306.475,1837.9554316753959,High
13925,2011-10-08 12:41:00,2011-07-28 12:09:00,4,678.2499999999999,63,135,169.56249999999997,758.0904488534869,Medium
13926,2011-11-16 13:16:00,2011-11-16 13:16:00,1,223.85000000000002,24,24,223.85000000000002,181.05057730079238,Low
13927,2011-09-26 12:00:00,2011-09-26 12:00:00,1,348.99,75,75,348.99,406.2698285403963,Medium
13928,2011-11-29 10:33:00,2011-07-29 15:59:00,4,464.56999999999994,11,134,116.14249999999998,582.9483706965885,Medium
13929,2011-06-23 15:26:00,2011-01-17 15:11:00,2,842.6500000000001,170,327,421.32500000000005,935.9999463026568,Medium
13930,2011-10-13 09:45:00,2011-07-26 11:00:00,2,337.3399999999999,58,137,168.66999999999996,195.37448211583754,Low
13931,2011-05-09 10:12:00,2011-04-03 08:43:00,2,1237.5300000000002,215,251,618.7650000000001,1258.8195180883986,High
13932,2011-02-18 12:02:00,2011-02-18 12:02:00,1,307.4,295,295,307.4,325.4894925623568,Low
13933,2011-08-22 14:03:00,2011-07-14 13:35:00,2,608.7899999999998,110,149,304.3949999999999,576.4581633600019,Medium
13934,2011-03-21 08:39:00,2011-03-21 08:39:00,1,922.0999999999997,264,264,922.0999999999997,1000.8634161437117,Medium
13936,2011-06-13 08:47:00,2011-06-13 08:47:00,1,376.58,180,180,376.58,425.69174169378414,Medium
13937,2011-06-23 16:35:00,2011-06-23 16:35:00,1,158.85,170,170,158.85,127.8103346967307,Low
13938,2011-04-11 14:37:00,2011-04-11 14:37:00,1,71.66,243,243,71.66,92.2628320654717,Low
13939,2011-11-16 13:33:00,2011-01-02 11:30:00,3,568.5499999999998,24,342,189.51666666666662,438.60507398707557,Medium
13940,2011-11-22 15:15:00,2011-06-10 16:15:00,4,839.1400000000002,18,183,209.78500000000005,898.575762041716,Medium
13941,2011-11-18 09:43:00,2010-02-12 10:17:00,5,5112.96,22,666,1022.592,4675.620504726904,High
13946,2011-09-21 13:33:00,2011-03-17 10:02:00,3,561.57,80,268,187.19000000000003,438.60507398707557,Medium
13947,2011-05-10 14:42:00,2011-05-10 14:42:00,1,90.6,214,214,90.6,105.33038356690697,Low
13948,2010-12-14 10:18:00,2010-12-14 10:18:00,1,101.99999999999999,361,361,101.99999999999999,122.90841251442556,Low
13949,2011-11-15 11:30:00,2011-05-10 11:25:00,6,2427.3199999999974,25,214,404.5533333333329,2407.52822073624,High
13950,2011-11-28 14:44:00,2011-07-04 11:29:00,4,745.0600000000001,12,159,186.26500000000001,824.1373378455696,Medium
13951,2011-06-16 16:43:00,2011-02-18 15:21:00,3,674.4499999999998,177,295,224.8166666666666,522.3747086711287,Medium
13952,2011-06-05 09:00:00,2011-04-15 09:27:00,2,3251.071,188,239,1625.5355,3303.612091967832,High
13953,2011-10-18 10:55:00,2010-12-22 10:29:00,7,3515.6800000000003,53,353,502.24000000000007,3245.149878517158,High
13954,2011-09-30 10:52:00,2011-08-12 12:50:00,2,439.92,71,120,219.96,306.11066773132114,Low
13955,2011-08-07 17:19:00,2011-07-02 12:24:00,2,322.96,125,161,161.48,179.3860238164062,Low
13956,2011-10-16 15:56:00,2011-03-13 12:51:00,5,1026.4200000000003,55,272,205.28400000000005,1043.8993109756539,Medium
13959,2011-09-21 15:06:00,2010-12-12 13:56:00,3,598.1999999999999,80,363,199.39999999999998,470.1494959918808,Medium
13960,2011-11-18 15:27:00,2011-09-29 12:39:00,2,230.22,22,72,115.11,174.48410163410105,Low
13962,2011-11-18 08:47:00,2011-08-04 11:21:00,2,169.55,22,128,84.775,151.80325950294036,Low
13963,2011-04-02 14:43:00,2010-07-12 09:21:00,4,664.54,252,516,166.135,742.1019905540556,Medium
13967,2011-07-17 12:02:00,2011-07-17 12:02:00,1,80.7,146,146,80.7,100.22757038326486,Low
13969,2011-11-23 08:43:00,2010-09-12 19:32:00,18,9053.940000000002,17,453,502.9966666666668,8153.24259759582,High
13971,2011-11-21 12:06:00,2011-02-27 12:27:00,8,2758.26,19,286,344.7825,2569.0873457365415,High
13972,2011-09-30 11:54:00,2011-05-22 11:34:00,2,190.25000000000009,71,202,95.12500000000004,162.54554118736095,Low
13973,2011-02-25 15:21:00,2011-02-25 15:21:00,1,264.7,288,288,264.7,283.18140663815376,Low
13974,2011-10-21 14:41:00,2011-10-21 14:41:00,1,413.59,50,50,413.59,437.70832121582765,Medium
13975,2011-08-11 13:19:00,2011-03-08 13:39:00,6,2526.2799999999993,121,277,421.04666666666657,2407.52822073624,High
13976,2011-05-17 09:13:00,2011-05-17 09:13:00,1,357.9800000000001,207,207,357.9800000000001,406.2698285403963,Medium
13978,2011-11-25 11:36:00,2011-10-25 15:04:00,2,196.79,15,46,98.395,174.48410163410105,Low
13979,2011-09-27 13:32:00,2011-09-27 13:32:00,1,869.8700000000001,74,74,869.8700000000001,992.4124808528504,Medium
13980,2011-10-10 13:34:00,2011-10-10 13:34:00,1,200.14000000000001,61,61,200.14000000000001,159.3547567015359,Low
13982,2011-10-31 16:24:00,2010-09-12 13:57:00,4,1871.81,40,454,467.9525,1982.1237161325375,High
13983,2011-12-10 14:33:00,2010-08-12 10:38:00,12,2603.43,0,485,216.9525,3020.5269596608946,High
13984,2011-11-13 12:38:00,2010-08-12 15:58:00,5,920.5100000000001,27,485,184.10200000000003,929.1733253189875,Medium
13985,2011-12-10 11:45:00,2011-03-20 13:48:00,15,7060.130000000006,0,265,470.6753333333337,7416.154157023568,High
13986,2011-11-22 15:00:00,2011-11-22 15:00:00,1,320.46000000000004,18,18,320.46000000000004,325.4894925623568,Low
13988,2011-11-20 10:15:00,2011-03-30 11:48:00,6,4147.960000000001,20,255,691.3266666666668,4196.05468905675,High
13989,2011-05-10 09:47:00,2011-04-14 15:39:00,2,1266.0799999999997,214,240,633.0399999999998,1517.1368482113362,High
13990,2011-10-05 15:19:00,2011-10-05 15:19:00,1,311.3,66,66,311.3,325.4894925623568,Low
13991,2011-11-27 16:18:00,2011-07-19 12:58:00,6,855.9699999999999,13,144,142.66166666666666,1144.0958153329366,Medium
13992,2011-09-11 15:23:00,2011-09-11 15:23:00,1,76.8,90,90,76.8,100.22757038326486,Low
13993,2011-11-09 12:16:00,2011-01-13 10:43:00,9,3466.36,31,331,385.1511111111111,3289.048468132127,High
13994,2011-10-31 11:10:00,2011-03-10 15:28:00,6,2313.140000000001,40,275,385.5233333333335,2261.006858293418,High
13995,2011-11-24 14:22:00,2011-07-21 08:44:00,5,1393.6899999999996,16,142,278.73799999999994,1369.6474148716054,High
13999,2011-11-29 13:40:00,2010-12-13 11:23:00,12,3901.8100000000036,11,362,325.15083333333365,4169.88892215255,High
14000,2011-12-05 16:50:00,2011-12-05 16:50:00,1,635.6600000000001,5,5,635.6600000000001,827.5449135549565,Medium
14001,2011-10-25 10:31:00,2010-01-12 12:58:00,3,2043.08,46,697,681.0266666666666,2058.2818599021425,High
14002,2011-07-28 15:55:00,2011-06-07 14:59:00,2,529.73,135,186,264.865,461.1698159540957,Medium
14004,2011-10-27 14:40:00,2011-02-09 13:50:00,7,4582.639999999999,44,304,654.6628571428571,4065.4536441880095,High
14005,2011-11-30 12:41:00,2011-06-17 08:09:00,5,2874.7200000000007,10,176,574.9440000000002,2799.806245465008,High
14006,2011-12-04 16:17:00,2011-01-31 15:11:00,3,962.1899999999999,6,313,320.72999999999996,816.385136441775,Medium
14009,2011-05-25 15:47:00,2011-05-18 13:00:00,2,695.6099999999999,199,206,347.80499999999995,730.4166527694363,Medium
14012,2011-07-03 12:26:00,2011-07-03 12:26:00,1,328.8,160,160,328.8,377.49191100255257,Low
14013,2011-09-03 08:59:00,2011-07-17 10:39:00,3,473.02,98,146,157.67333333333332,395.6500647562135,Low
14014,2011-09-23 13:18:00,2011-09-23 13:18:00,1,505.18000000000006,78,78,505.18000000000006,692.8097798513719,Medium
14015,2011-10-18 10:02:00,2011-10-18 10:02:00,1,917.34,53,53,917.34,1001.8870910102416,Medium
14016,2011-05-16 09:40:00,2010-12-17 14:21:00,4,4341.21,208,358,1085.3025,3803.338680301383,High
14019,2011-10-24 10:13:00,2011-02-09 12:51:00,3,1421.6100000000004,47,304,473.8700000000001,1558.2406920501317,High
14020,2011-12-09 15:32:00,2011-11-23 09:22:00,2,642.8000000000001,1,17,321.40000000000003,576.4581633600019,Medium
14021,2011-12-05 13:37:00,2011-03-28 15:10:00,3,631.9000000000001,5,257,210.63333333333335,513.0434981832221,Medium
14022,2011-04-28 14:39:00,2011-04-28 14:39:00,1,440.0,226,226,440.0,437.70832121582765,Medium
14023,2011-03-04 15:50:00,2011-02-12 13:58:00,2,584.0699999999998,281,301,292.0349999999999,547.7519436338201,Medium
14024,2011-10-08 11:30:00,2011-07-08 13:31:00,2,327.7,63,155,163.85,179.3860238164062,Low
14027,2011-10-10 09:01:00,2011-10-10 09:01:00,1,104.82000000000002,61,61,104.82000000000002,122.90841251442556,Low
14029,2011-07-18 16:57:00,2011-07-10 14:46:00,2,467.65999999999997,145,153,233.82999999999998,334.29547965911416,Low
14030,2011-11-21 16:48:00,2010-08-12 16:11:00,8,2360.0899999999997,19,485,295.01124999999996,2265.801136003657,High
14031,2011-11-18 17:06:00,2010-02-12 16:34:00,19,17286.859999999997,22,666,909.8347368421051,15776.142593049248,High
14032,2011-12-04 15:30:00,2010-08-12 10:53:00,11,2975.5900000000006,6,485,270.50818181818187,3011.107437587645,High
14034,2011-11-17 14:02:00,2011-05-07 13:06:00,3,651.8200000000002,23,217,217.2733333333334,522.3747086711287,Medium
14035,2011-11-11 10:03:00,2011-02-15 12:48:00,5,1428.0200000000002,29,298,285.60400000000004,1369.6474148716054,High
14036,2011-02-28 09:26:00,2011-02-28 09:26:00,1,626.6499999999999,285,285,626.6499999999999,569.227583432019,Medium
14037,2011-06-16 13:57:00,2010-10-12 11:39:00,2,147.20000000000005,177,424,73.60000000000002,151.80325950294036,Low
14038,2011-09-22 13:37:00,2011-05-16 14:05:00,3,1560.379999999999,79,208,520.1266666666663,1640.1605608297625,High
14039,2011-06-11 13:48:00,2011-06-11 13:48:00,1,152.2,182,182,152.2,127.8103346967307,Low
14040,2011-12-01 14:57:00,2011-01-27 11:15:00,12,3614.9199999999996,9,317,301.2433333333333,3761.710000462997,High
14041,2011-03-18 13:25:00,2011-03-18 13:25:00,1,141.41,267,267,141.41,127.8103346967307,Low
14044,2011-11-13 12:05:00,2011-03-02 11:39:00,4,652.8199999999993,27,283,163.2049999999998,742.1019905540556,Medium
14045,2011-08-22 15:27:00,2010-01-12 11:32:00,4,1659.75,110,697,414.9375,1654.503679537612,High
14046,2011-02-28 14:48:00,2011-02-28 14:48:00,1,154.98999999999998,285,285,154.98999999999998,127.8103346967307,Low
14047,2011-09-27 14:08:00,2010-02-12 10:09:00,5,1308.61,74,666,261.722,1253.1507834203853,Medium
14048,2011-07-02 14:53:00,2011-07-02 14:53:00,1,409.9299999999999,161,161,409.9299999999999,437.70832121582765,Medium
14049,2011-11-23 12:20:00,2011-01-26 11:27:00,4,5681.719999999997,17,318,1420.4299999999992,5365.07851536874,High
14050,2011-08-25 13:46:00,2011-08-11 10:00:00,2,746.3600000000001,107,121,373.18000000000006,835.9940038703046,Medium
14051,2011-11-22 16:31:00,2010-08-12 12:49:00,23,15610.389999999989,18,485,678.7126086956516,12857.784680671146,High
14052,2011-11-20 12:30:00,2011-11-20 12:30:00,1,225.35999999999993,20,20,225.35999999999993,181.05057730079238,Low
14053,2011-07-08 14:27:00,2011-03-07 12:21:00,2,260.25,155,278,130.125,174.48410163410105,Low
14054,2011-05-10 15:49:00,2011-05-10 15:49:00,1,92.46,214,214,92.46,110.96985206768548,Low
14055,2011-08-25 15:04:00,2011-08-25 15:04:00,1,725.6400000000001,107,107,725.6400000000001,1006.1238500025288,Medium
14056,2011-11-24 13:25:00,2011-02-28 15:19:00,23,8214.64999999998,16,285,357.15869565217304,7868.898033236836,High
14057,2011-11-16 10:32:00,2010-12-14 12:11:00,17,6217.960000000002,24,361,365.7623529411766,5884.897153542027,High
14059,2011-03-18 10:06:00,2011-03-18 10:06:00,1,183.59999999999997,267,267,183.59999999999997,127.8103346967307,Low
14060,2011-11-17 12:59:00,2010-02-12 12:11:00,19,6140.419999999998,23,666,323.1799999999999,6402.340719230857,High
14062,2011-11-30 10:04:00,2010-10-12 15:56:00,12,10464.85,10,424,872.0708333333333,9798.003508774387,High
14064,2011-12-05 12:30:00,2011-03-31 13:14:00,5,1353.7400000000002,5,254,270.74800000000005,1295.4588693445883,High
14066,2011-03-18 12:21:00,2011-03-18 12:21:00,1,152.55,267,267,152.55,127.8103346967307,Low
14067,2011-07-10 10:21:00,2011-04-09 12:00:00,2,374.69999999999993,153,245,187.34999999999997,222.34103304726827,Low
14068,2011-01-23 16:02:00,2011-01-23 16:02:00,1,265.85,321,321,265.85,283.18140663815376,Low
14071,2011-11-20 14:07:00,2011-03-20 11:33:00,8,1438.820000000003,20,265,179.85250000000036,1629.1854663493905,High
14073,2011-07-11 15:49:00,2011-07-11 15:49:00,1,151.04,152,152,151.04,127.8103346967307,Low
14075,2011-11-20 12:32:00,2011-03-23 16:35:00,3,942.2599999999998,20,262,314.0866666666666,816.385136441775,Medium
14076,2011-02-08 15:19:00,2011-02-08 15:19:00,1,122.46999999999997,305,305,122.46999999999997,122.90841251442556,Low
14077,2011-10-30 12:35:00,2011-04-28 14:04:00,5,499.41999999999996,41,226,99.88399999999999,637.9919380393408,Medium
14078,2011-10-05 13:26:00,2010-01-12 12:54:00,6,1049.3700000000003,66,697,174.89500000000007,1210.0766937630333,Medium
14079,2011-07-08 12:10:00,2011-07-08 12:10:00,1,375.09999999999997,155,155,375.09999999999997,425.69174169378414,Medium
14080,2011-07-11 11:09:00,2011-07-11 11:09:00,1,45.599999999999994,152,152,45.599999999999994,74.45235740375387,Low
14081,2011-10-02 16:17:00,2010-05-12 15:47:00,2,934.5200000000001,69,577,467.26000000000005,1235.8227765516517,Medium
14082,2010-10-12 11:02:00,2010-10-12 11:02:00,1,182.24999999999997,424,424,182.24999999999997,127.8103346967307,Low
14083,2011-11-03 14:03:00,2010-03-12 12:24:00,9,1018.4299999999998,37,638,113.15888888888887,665.0057898374554,Medium
14085,2011-11-30 16:54:00,2010-06-12 12:39:00,18,4448.539999999997,10,546,247.14111111111094,4839.259589206641,High
14087,2011-07-12 12:41:00,2011-07-12 12:41:00,1,194.42,151,151,194.42,159.3547567015359,Low
14088,2011-11-29 16:16:00,2011-01-21 13:07:00,13,50491.81,11,323,3883.9853846153846,50130.06368188552,High
14089,2011-10-14 10:38:00,2011-10-14 10:38:00,1,161.0,57,57,161.0,127.8103346967307,Low
14090,2011-01-19 10:51:00,2011-01-19 10:51:00,1,76.32000000000001,325,325,76.32000000000001,100.22757038326486,Low
14092,2011-11-16 12:08:00,2010-12-16 15:47:00,14,4076.910000000003,24,359,291.20785714285734,3710.019113692726,High
14093,2011-11-27 16:27:00,2011-11-27 16:27:00,1,442.8499999999999,13,13,442.8499999999999,692.8097798513719,Medium
14096,2011-11-28 15:54:00,2011-02-09 15:45:00,17,65164.78999999966,12,304,3833.2229411764506,68479.16542841528,High
14098,2011-03-11 10:13:00,2011-03-11 10:13:00,1,147.34999999999997,274,274,147.34999999999997,127.8103346967307,Low
14099,2011-11-23 13:53:00,2010-12-20 11:14:00,11,3104.1700000000005,17,355,282.1972727272728,3226.892973441857,High
14100,2011-07-25 11:01:00,2011-07-25 11:01:00,1,194.9,138,138,194.9,159.3547567015359,Low
14101,2011-09-27 12:28:00,2011-01-17 13:09:00,6,5976.79,74,327,996.1316666666667,6317.377444697008,High
14102,2011-11-28 10:20:00,2011-02-11 13:46:00,5,1360.2800000000002,12,302,272.05600000000004,1295.4588693445883,High
14104,2011-08-07 12:50:00,2011-06-27 12:49:00,2,216.20999999999998,125,166,108.10499999999999,174.48410163410105,Low
14105,2011-04-14 17:58:00,2011-04-14 17:58:00,1,1266.2300000000002,239,239,1266.2300000000002,1069.850133648853,Medium
14107,2011-10-19 12:12:00,2010-10-12 13:29:00,7,2703.23,52,424,386.17571428571426,2610.616513588312,High
14108,2011-09-11 10:41:00,2011-08-30 11:32:00,2,597.9100000000001,90,102,298.95500000000004,547.7519436338201,Medium
14109,2011-09-28 10:18:00,2011-09-28 10:18:00,1,144.2,73,73,144.2,127.8103346967307,Low
14110,2011-12-09 09:26:00,2011-03-05 13:39:00,12,5683.149999999999,1,280,473.59583333333325,5830.243916840206,High
14111,2011-12-04 11:36:00,2011-05-09 12:21:00,4,692.85,6,215,173.2125,758.0904488534869,Medium
14112,2011-11-17 12:30:00,2011-01-08 12:16:00,7,2915.1499999999974,23,336,416.44999999999965,2757.137876031136,High
14113,2011-11-17 10:59:00,2010-12-20 12:14:00,4,1840.4200000000005,23,355,460.10500000000013,1982.1237161325375,High
14114,2011-11-03 09:42:00,2011-01-13 11:05:00,2,386.53,37,331,193.265,253.88545505207358,Low
14116,2011-11-20 10:29:00,2011-06-10 13:45:00,5,1382.7400000000002,20,183,276.54800000000006,1369.6474148716054,High
14117,2011-07-19 09:49:00,2011-07-19 09:49:00,1,90.0,144,144,90.0,100.22757038326486,Low
14121,2011-11-29 13:43:00,2011-06-12 12:19:00,4,2780.1499999999996,11,181,695.0374999999999,2990.801551805529,High
14124,2011-09-16 13:32:00,2011-09-16 13:32:00,1,419.58000000000004,85,85,419.58000000000004,437.70832121582765,Medium
14125,2011-11-29 12:47:00,2011-09-22 15:40:00,3,2740.4300000000017,11,79,913.4766666666673,2791.7651809660206,High
14126,2011-11-29 12:22:00,2011-02-12 11:45:00,3,706.1300000000001,11,301,235.3766666666667,606.8843345515072,Medium
14127,2011-09-08 10:49:00,2011-02-02 12:26:00,3,709.7099999999996,93,311,236.56999999999985,606.8843345515072,Medium
14128,2011-10-10 12:00:00,2011-03-29 10:49:00,2,637.5000000000001,61,256,318.75000000000006,576.4581633600019,Medium
14129,2011-11-22 12:09:00,2011-03-24 08:44:00,5,1123.86,18,261,224.772,1074.4287030556447,Medium
14130,2011-01-24 16:05:00,2011-01-24 16:05:00,1,483.85999999999996,320,320,483.85999999999996,692.8097798513719,Medium
14132,2011-12-07 10:47:00,2011-03-08 10:49:00,11,3586.030000000001,3,277,326.0027272727274,3686.76278190168,High
14133,2011-02-08 11:34:00,2011-01-28 11:27:00,3,605.6399999999999,305,316,201.87999999999997,491.8453165911374,Medium
14135,2011-11-01 09:58:00,2010-02-12 10:27:00,15,4690.31,39,666,312.68733333333336,5347.62024064636,High
14138,2011-08-12 12:44:00,2011-07-10 09:38:00,2,982.3800000000005,120,153,491.1900000000002,1235.8227765516517,Medium
14139,2011-10-24 13:34:00,2011-10-24 13:34:00,1,415.81999999999994,47,47,415.81999999999994,437.70832121582765,Medium
14140,2011-08-11 11:20:00,2011-06-12 09:05:00,2,935.0499999999996,121,181,467.5249999999998,1235.8227765516517,Medium
14141,2011-11-10 12:17:00,2011-07-12 09:53:00,4,915.1300000000002,30,151,228.78250000000006,907.9069725296226,Medium
14142,2010-01-12 16:33:00,2010-01-12 16:33:00,1,311.81000000000006,697,697,311.81000000000006,325.4894925623568,Low
14143,2011-07-29 09:48:00,2011-07-29 09:48:00,1,115.8,134,134,115.8,122.90841251442556,Low
14145,2011-10-24 12:10:00,2011-04-07 12:58:00,4,3742.2,47,247,935.55,3803.338680301383,High
14146,2011-09-19 15:01:00,2010-12-17 15:52:00,5,4190.999999999999,82,358,838.1999999999998,3683.2309856982724,High
14147,2011-09-22 18:10:00,2011-02-27 11:42:00,2,483.4,78,286,241.7,366.9573614697334,Low
14148,2011-04-20 12:02:00,2011-04-20 12:02:00,1,157.2,234,234,157.2,127.8103346967307,Low
14149,2011-03-05 09:44:00,2011-03-05 09:44:00,1,446.62000000000006,280,280,446.62000000000006,692.8097798513719,Medium
14150,2011-04-11 10:05:00,2010-12-15 10:04:00,2,658.6400000000001,243,360,329.32000000000005,650.5202832206012,Medium
14152,2011-09-25 12:54:00,2011-04-19 15:46:00,2,621.2900000000002,76,235,310.6450000000001,576.4581633600019,Medium
14154,2011-04-14 16:26:00,2011-04-14 15:58:00,2,1345.6200000000003,240,240,672.8100000000002,1517.1368482113362,High
14155,2011-03-18 14:13:00,2011-03-18 14:13:00,1,118.75,267,267,118.75,122.90841251442556,Low
14156,2011-12-10 09:29:00,2010-03-12 11:48:00,55,117379.6299999998,0,638,2134.1750909090874,117374.86697136912,High
14157,2011-11-20 11:32:00,2011-02-27 13:04:00,2,432.88000000000017,20,286,216.44000000000008,306.11066773132114,Low
14158,2011-10-30 15:08:00,2011-10-30 15:08:00,1,507.66000000000014,41,41,507.66000000000014,692.8097798513719,Medium
14159,2011-11-20 12:36:00,2010-12-12 11:17:00,11,4693.00999999999,20,363,426.63727272727186,4772.84697894235,High
14161,2011-08-05 11:41:00,2010-05-12 13:18:00,3,1110.52,127,577,370.17333333333335,1111.6952136465427,Medium
14162,2011-06-19 11:36:00,2011-02-20 12:32:00,2,289.36000000000007,174,293,144.68000000000004,179.3860238164062,Low
14163,2011-10-07 14:49:00,2011-04-14 17:33:00,4,2445.9100000000008,64,239,611.4775000000002,2360.642233560178,High
14164,2011-09-30 12:24:00,2011-09-20 12:18:00,2,1631.7700000000002,71,81,815.8850000000001,1841.033953351528,High
14165,2011-09-03 12:39:00,2011-09-03 12:39:00,1,122.53999999999999,98,98,122.53999999999999,122.90841251442556,Low
14167,2011-12-01 15:44:00,2011-03-21 15:33:00,4,574.8399999999999,9,264,143.70999999999998,742.1019905540556,Medium
14171,2011-02-09 16:43:00,2011-02-09 16:43:00,1,363.78999999999996,304,304,363.78999999999996,406.2698285403963,Medium
14173,2011-11-29 11:54:00,2011-04-05 14:03:00,4,450.84000000000003,11,249,112.71000000000001,582.9483706965885,Medium
14174,2011-06-11 13:17:00,2011-06-11 13:17:00,1,134.46,182,182,134.46,128.19485927139058,Low
14175,2011-11-10 11:55:00,2011-01-14 12:22:00,3,3222.3000000000006,30,330,1074.1000000000001,2888.275490160151,High
14176,2011-02-15 13:12:00,2010-07-12 11:45:00,4,576.9,298,516,144.225,742.1019905540556,Medium
14177,2011-09-14 15:11:00,2011-05-09 12:18:00,4,559.4100000000001,87,215,139.85250000000002,694.5123684602542,Medium
14178,2011-11-11 12:10:00,2011-01-12 12:01:00,7,1620.93,29,332,231.5614285714286,1868.8403003118524,High
14179,2011-10-30 12:07:00,2011-10-18 14:00:00,2,719.7799999999997,41,53,359.8899999999999,730.4166527694363,Medium
14180,2011-11-29 10:56:00,2010-02-12 13:08:00,25,4748.519999999998,11,666,189.9407999999999,4605.273257222524,High
14184,2011-04-10 12:43:00,2011-04-10 12:43:00,1,452.89,244,244,452.89,692.8097798513719,Medium
14185,2011-12-01 13:52:00,2011-12-01 13:52:00,1,197.65,9,9,197.65,159.3547567015359,Low
14188,2011-09-29 12:15:00,2011-02-02 13:46:00,6,2054.3599999999997,72,311,342.39333333333326,2060.0211729200364,High
14189,2011-11-23 16:43:00,2010-06-12 11:42:00,15,4654.079999999998,17,546,310.2719999999999,5347.62024064636,High
14191,2011-11-29 17:23:00,2011-01-11 14:49:00,13,4684.760000000001,10,333,360.3661538461539,4298.986913358665,High
14193,2011-03-15 11:38:00,2011-03-10 09:34:00,2,853.3900000000001,270,275,426.69500000000005,935.9999463026568,Medium
14194,2011-11-21 10:35:00,2011-03-18 12:55:00,21,11349.519999999986,19,267,540.4533333333327,11208.799494914763,High
14195,2011-05-22 10:29:00,2011-01-04 16:50:00,2,1011.9999999999998,202,340,505.9999999999999,1270.6971700415295,High
14196,2011-08-25 10:25:00,2011-08-25 10:25:00,1,335.52,107,107,335.52,406.2698285403963,Medium
14198,2011-11-21 16:35:00,2011-04-14 14:54:00,4,701.3999999999999,19,240,175.34999999999997,758.0904488534869,Medium
14199,2011-05-05 13:44:00,2011-05-05 13:44:00,1,185.39999999999998,219,219,185.39999999999998,127.8103346967307,Low
14201,2011-10-10 13:27:00,2010-12-15 13:25:00,7,747.4399999999999,61,360,106.77714285714285,1334.5518507703641,High
14204,2011-07-12 13:38:00,2011-07-12 13:38:00,1,161.02999999999997,151,151,161.02999999999997,127.8103346967307,Low
14205,2011-11-23 10:55:00,2011-03-20 15:07:00,2,466.70000000000005,17,265,233.35000000000002,334.29547965911416,Low
14206,2011-04-14 16:38:00,2011-04-14 16:38:00,1,328.1599999999999,240,240,328.1599999999999,377.49191100255257,Low
14208,2011-06-09 12:48:00,2011-06-09 12:48:00,1,151.73999999999998,184,184,151.73999999999998,127.8103346967307,Low
14209,2011-11-29 10:18:00,2011-03-25 10:08:00,6,2073.4300000000003,11,260,345.5716666666667,2060.0211729200364,High
14210,2011-08-26 12:36:00,2010-03-12 12:43:00,6,1905.8400000000001,106,638,317.64000000000004,1837.9554316753959,High
14211,2011-10-17 13:23:00,2011-02-17 15:50:00,9,2241.1000000000004,54,296,249.01111111111115,1941.2061716342746,High
14212,2011-11-09 12:45:00,2011-11-09 12:45:00,1,1070.48,31,31,1070.48,1015.4897986645044,Medium
